Прізвище;Ім’я;По батькові;Стать;Дата народження;Посада;Місто проживання;Адреса проживання;Телефон;Email
Гузій;Трохим;Дмитрович;male;1967-08-10;Публіцист;місто Довжанськ;узвіз Недєліна, буд. 102, Козятин, 06405;+380 (03) 121-92-10;onyshchenkoiakiv@example.com
Засуха;Леопольд;Сергійович;male;1959-01-14;Модель;хутір Знам'янка;площа Аполона Скальковського, буд. 87, Одеса, 94513;060 597 61 19;ubaranyk@example.org
Шахрай;Софія;Дмитрівна;female;2003-09-10;Математик;місто Олевськ;проспект 10-та Лінія 6-й ст. Люстдорфської дороги, буд. 93, Хоростків, 49728;075 751 81 14;snizhanalukash@example.net
Адаменко;Альберт;Миколайович;male;1990-11-07;Гицель;місто Хоростків;проспект Лиманчик 2-й Лінія 2-га, буд. 379 кв. 10, Долинська, 77420;+380 (51) 977-18-63;bezborodkomakar@example.com
Червоненко;Аліна;Петрівна;female;1956-06-25;Фольклорист;місто Черкаси;парк Васнецова, буд. 3 кв. 700, Генічеськ, 42039;036 001 25 49;ekalenychenko@example.net
Верес;Ганна;Володимирівна;female;1973-05-15;Геофізик;хутір Ізюм;вулиця Глазунова, буд. 74, Тисмениця, 40211;070 328-13-41;halynaivanchenko@example.net
Проценко;Єва;Юріївна;female;1985-02-06;Філолог;хутір Скалат;вулиця Спаський, буд. 564, Барвінкове, 91491;+380 71 801 84 22;utereshchuk@example.com
Доценко;Амвросій;Ілліч;male;1990-01-26;Музичний редактор;селище Славутич;сквер Грузинська, буд. 851, Голубівка, 51271;054 184 16 01;viktor67@example.org
Аврамчук;Оксана;Володимирівна;female;1945-05-29;Історик;хутір Чуднів;шосе Леваневського тупик, буд. 201, Українка , 70396;013 23 49;artemiakovenko@example.org
Лесик;Олекса;Ілліч;male;1996-10-07;Штукатур;хутір Вишневе ;провулок Задніпровського, буд. 68, Павлоград, 24172;462-99-95;mlukash@example.net
Скоробогатько;Охрім;Іванович;male;1988-11-07;Кінорежисер;селище Полонне;проспект Кладовищний, буд. 09, Білицьке, 91919;079 667 40 39;zynovii54@example.com
Чекалюк;Віра;Олександрівна;female;1966-12-01;Мовознавець;місто Стебник;проспект Чорноморський 8-й, буд. 962, Сватове, 29384;+380 52 142-01-91;odarka04@example.org
Товстоліс;Анастасія;Дмитрівна;female;1964-01-14;Мікробіолог;хутір Святогірськ;площа Сурикова, буд. 894, Судак , 21863;+380 89 379-32-77;iustyna95@example.com
Ґжицький;Омелян;Миколайович;male;1945-07-01;Археолог;село Перещепине;вулиця Красний, буд. 23, Прилуки, 10610;155-24-11;izhakevychbohdan@example.com
Дубина;Ірина;Степанівна;female;1939-10-19;Живописець;селище Алчевськ;сквер Леваневського, буд. 183, Богодухів, 70049;+380 82 268-24-59;nandrusenko@example.com
Медведенко;Сніжана;Євгенівна;female;1955-04-19;Ювелір;селище Жашків;провулок Вокзальний, буд. 36 кв. 73, Семенівка, 66384;+380 57 168-72-24;mykytiukvadym@example.org
Їжак;Адам;Миколайович;male;1994-08-27;Фрілансер;хутір Радивилів;вулиця Планетна, буд. 745, Амвросіївка, 58716;+380 74 862-97-27;viktoriiaiatseniuk@example.com
Гаврилишин;Богодар;Олегович;male;1949-05-12;Штукатур;селище Хирів;площа Трояндова, буд. 78, Шпола, 04926;+380 (34) 599-75-98;roksolanahavryliv@example.org
Мазур;Георгій;Іванович;male;1947-05-31;Круп'є;селище Новомиргород;сквер Балтський 6-й, буд. 4, Ровеньки, 03165;814-86-46;amvrosii47@example.com
Титаренко;Сергій;Миколайович;male;1939-09-01;Гірничий інженер;хутір Семенівка;провулок Байкальська, буд. 62, Чугуїв, 57353;828-16-62;hbabii@example.org
Демʼянчук;Марта;Олегівна;female;1987-10-19;Швачка;селище Боярка;площа Зернова, буд. 0, Броди, 27477;022 030 86 40;oleksa64@example.com
Вернигора;Герман;Володимирович;male;2001-12-10;Паралегал;хутір Гнівань;вулиця Заньковецької, буд. 6 кв. 3, Шахтарськ, 01798;+380 52 849-72-27;odarkaumanets@example.net
Чумак;Оксенія;Миколаївна;female;2006-03-11;Ді-джей;село Броди;площа Історія Футболу, буд. 524, Герца, 29277;+380 (50) 748-29-34;haidaavrelii@example.org
Шамрай;Альбіна;Іванівна;female;1994-01-03;Режисер;хутір Мукачево;парк 3-тя Лінія 6-й ст. Люстдорфської дороги, буд. 6 кв. 9, Кам'янка-Бузька, 84532;092 824-04-20;chuikoiukhym@example.com
Гаврилець;Олександр;Юрійович;male;1991-02-19;Паблік рилейшнз;місто Малин;сквер Південно-Санаторний, буд. 927, Липовець, 58492;788-08-90;ngerus@example.net
Перебийніс;Віра;Романівна;female;1997-10-10;Кінорежисер;хутір Бібрка;проспект Проектна 2-га, буд. 2, Снятин, 71582;059 281-71-93;drozdmarta@example.com
Якимчук;Ярема;Дмитрович;male;1942-12-25;Палеонтолог;село Скалат;вулиця Маячний, буд. 03 кв. 142, Деражня, 55927;+380 29 070-71-46;mykytavoblyi@example.com
Сомко;Болеслав;Ілліч;male;1942-06-03;Провізор;селище Зборів;шосе Паустовського, буд. 41 кв. 695, Миколаїв, 62336;609-97-26;roman68@example.net
Козаченко;Юстим;Миколайович;male;1972-02-28;Гірник;хутір Єнакієве;вулиця Літакова, буд. 83, Мерефа, 88449;009 951 92 36;ivertyporokh@example.net
Байда;Надія;Сергіївна;female;1991-12-02;Шериф;село Заставна;сквер Мала Садова, буд. 4, Верхівцеве, 02219;096 714-86-61;ovlasiuk@example.net
Царенко;Данна;Петрівна;female;1941-01-21;М'ясник;хутір Луганськ;провулок Лінія 41-ша, буд. 64, Ізяслав, 60084;+380 (22) 547-63-93;valenkosymon@example.org
Чекалюк;Світлана;Вікторівна;female;1950-01-10;Гицель;хутір Глухів;узвіз Віцеадмірала Жукова, буд. 6 кв. 607, Новоселиця, 03206;098 86 29;nazarenkomykolai@example.org
Свириденко;Богуслава;Андріївна;female;1952-06-29;Продюсер;місто Пирятин;провулок Тургенєва, буд. 2, Монастириська, 88255;062 001-00-87;hfranchuk@example.com
Ярема;Юхим;Богданович;male;1970-12-04;Будник;місто Снятин;шосе Ямчитського, буд. 316, Оріхів, 50132;675-98-12;kyrylenkoieva@example.net
Парасюк;Віталій;Богданович;male;1947-11-03;Астрофізик;село Луцьк;набережна Гвоздичний, буд. 05 кв. 808, Іршава, 99386;+380 36 572-39-96;vkomar@example.com
Іщак;Аркадій;Степанович;male;1939-09-02;Реабілітолог;місто Люботин;парк Артезіанська, буд. 546, Привілля, 36413;+380 07 422 23 59;xivashchenko@example.com
Худяк;Леопольд;Олександрович;male;1995-04-20;Кінолог;селище Вилкове;вулиця Онілової, буд. 311, Мукачево, 58989;+380 61 209-37-29;khrystyna04@example.com
Артюшенко;Марко;Юрійович;male;1958-09-18;Правник;село Перещепине;проспект Довга, буд. 894, Буринь, 14662;002 194 84 62;oksanaromanets@example.net
Валенко;Віолетта;Петрівна;female;1942-05-06;Археолог;селище Благовіщенське;проспект Лінія 54-та, буд. 47 кв. 0, Алмазна, 59026;667-65-80;kfareniuk@example.com
Дубенко;Альбіна;Юріївна;female;1944-12-29;Конструктор;село Семенівка;вулиця Шампанський, буд. 6 кв. 499, Гола Пристань, 69120;278 90 14;illiaperebyinis@example.org
Охримович;Ярослава;Петрівна;female;1972-04-11;Фрілансер;село Феодосія;вулиця Кристаловського, буд. 315, Одеса, 67101;131-51-71;iaryna92@example.net
